part,game,mono_consistent,cstar_min,cstar_max,loss_min,loss_max,cstar_N1,cstar_Nlast,loss_N1,loss_Nlast,spearman_rho,has_reversal
c,5,,,,,,,,,,0.9999999999999999,0.0
c,6,,,,,,,,,,0.9999999999999999,0.0
c,7,,,,,,,,,,0.9999999999999999,0.0
c,8,,,,,,,,,,0.9999999999999999,0.0
c,9,,,,,,,,,,0.9999999999999999,0.0
c,10,,,,,,,,,,0.9999999999999999,0.0
c,11,,,,,,,,,,0.9999999999999999,0.0
c,12,,,,,,,,,,0.9999999999999999,0.0
c,13,,,,,,,,,,0.9999999999999999,0.0
c,14,,,,,,,,,,0.9999999999999999,0.0
c,15,,,,,,,,,,0.9999999999999999,0.0
c,16,,,,,,,,,,0.9999999999999999,0.0
c,17,,,,,,,,,,0.9999999999999999,0.0
c,18,,,,,,,,,,0.9999999999999999,0.0
c,19,,,,,,,,,,0.9999999999999999,0.0
c,20,,,,,,,,,,0.9999999999999999,0.0
c,21,,,,,,,,,,0.9999999999999999,0.0
c,22,,,,,,,,,,0.9999999999999999,0.0
c,23,,,,,,,,,,0.9999999999999999,0.0
c,24,,,,,,,,,,0.9999999999999999,0.0
c,25,,,,,,,,,,0.9999999999999999,0.0
c,26,,,,,,,,,,0.9999999999999999,0.0
c,27,,,,,,,,,,0.9999999999999999,0.0
c,28,,,,,,,,,,0.9999999999999999,0.0
c,29,,,,,,,,,,0.9999999999999999,0.0
c,30,,,,,,,,,,0.9999999999999999,0.0
c,31,,,,,,,,,,0.9999999999999999,0.0
c,32,,,,,,,,,,0.9999999999999999,0.0
c,33,,,,,,,,,,0.9999999999999999,0.0
c,34,,,,,,,,,,0.9999999999999999,0.0
c,35,,,,,,,,,,0.9999999999999999,0.0
c,36,,,,,,,,,,0.9999999999999999,0.0
c,37,,,,,,,,,,0.9999999999999999,0.0
c,38,,,,,,,,,,0.9999999999999999,0.0
c,39,,,,,,,,,,0.9999999999999999,0.0
c,40,,,,,,,,,,0.9999999999999999,0.0
c,41,,,,,,,,,,0.9999999999999999,0.0
c,42,,,,,,,,,,0.9999999999999999,0.0
c,43,,,,,,,,,,0.9999999999999999,0.0
c,44,,,,,,,,,,0.9999999999999999,0.0
c,45,,,,,,,,,,0.9999999999999999,0.0
c,46,,,,,,,,,,0.9999999999999999,0.0
c,47,,,,,,,,,,0.9999999999999999,0.0
